id,name,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,timezone_name,type,source
1414,Elefsis Airport,Elefsis,Greece,\N,LGEL,38.06380081,23.55599976,143,2,Europe/Athens,airport,OurAirports
1415,Chios Island National Airport,Chios,Greece,JKH,LGHI,38.34320068,26.1406002,15,2,Europe/Athens,airport,OurAirports
1416,Ioannina Airport,Ioannina,Greece,IOA,LGIO,39.69639969,20.82250023,1558,2,Europe/Athens,airport,OurAirports
1417,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,LGIR,35.33969879,25.18029976,115,2,Europe/Athens,airport,OurAirports
1418,Kastoria National Airport,Kastoria,Greece,KSO,LGKA,40.44630051,21.28219986,2167,2,Europe/Athens,airport,OurAirports
1419,Kithira Airport,Kithira,Greece,KIT,LGKC,36.27429962,23.0170002,1045,2,Europe/Athens,airport,OurAirports
1420,Kefallinia Airport,Keffallinia,Greece,EFL,LGKF,38.12009811,20.50049973,59,2,Europe/Athens,airport,OurAirports
1421,Kalamata Airport,Kalamata,Greece,KLX,LGKL,37.06829834,22.02549934,26,2,Europe/Athens,airport,OurAirports
1422,Amigdhaleon Airport,Kavala,Greece,\N,LGKM,40.97280121,24.34140015,203,2,Europe/Athens,airport,OurAirports
1423,Kos Airport,Kos,Greece,KGS,LGKO,36.79330063,27.0916996,412,2,Europe/Athens,airport,OurAirports
1424,Karpathos Airport,Karpathos,Greece,AOK,LGKP,35.42139816,27.14599991,66,2,Europe/Athens,airport,OurAirports
1425,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,CFU,LGKR,39.60189819,19.9116993,6,2,Europe/Athens,airport,OurAirports
1426,Kasos Airport,Kasos,Greece,KSJ,LGKS,35.42139816,26.90999985,35,2,Europe/Athens,airport,OurAirports
1427,Alexander the Great International Airport,Kavala,Greece,KVA,LGKV,40.91329956,24.61919975,18,2,Europe/Athens,airport,OurAirports
1428,Filippos Airport,Kozani,Greece,KZI,LGKZ,40.28609848,21.84079933,2059,2,Europe/Athens,airport,OurAirports
1429,Leros Airport,Leros,Greece,LRS,LGLE,37.184898,26.800301,39,2,Europe/Athens,airport,OurAirports
1430,Limnos Airport,Limnos,Greece,LXS,LGLM,39.917099,25.23629951,14,2,Europe/Athens,airport,OurAirports
1431,Larisa Airport,Larissa,Greece,LRA,LGLR,39.650253,22.4655,241,2,Europe/Athens,airport,OurAirports
1432,Megara Airport,Megara,Greece,\N,LGMG,37.98109818,23.36540031,12,2,Europe/Athens,airport,OurAirports
1433,Mikonos Airport,Mykonos,Greece,JMK,LGMK,37.43510056,25.34810066,405,2,Europe/Athens,airport,OurAirports
1434,Mytilene International Airport,Mytilini,Greece,MJT,LGMT,39.05670166,26.59830093,60,2,Europe/Athens,airport,OurAirports
1435,Aktion National Airport,Preveza,Greece,PVK,LGPZ,38.92549896,20.76530075,11,2,Europe/Athens,airport,OurAirports
1436,Maritsa Airport,Rhodos,Greece,\N,LGRD,36.3830986,28.10890007,204,2,Europe/Athens,airport,OurAirports
1437,Diagoras Airport,Rhodos,Greece,RHO,LGRP,36.40539932,28.08620071,17,2,Europe/Athens,airport,OurAirports
1438,Araxos Airport,Patras,Greece,GPA,LGRX,38.1511,21.4256,46,2,Europe/Athens,airport,OurAirports
1439,Chania International Airport,Chania,Greece,CHQ,LGSA,35.53170013,24.14970016,490,2,Europe/Athens,airport,OurAirports
1440,Skiathos Island National Airport,Skiathos,Greece,JSI,LGSK,39.17710114,23.50370026,54,2,Europe/Athens,airport,OurAirports
1441,Samos Airport,Samos,Greece,SMI,LGSM,37.68999863,26.9116993,19,2,Europe/Athens,airport,OurAirports
1442,Sparti Airport,Sparti,Greece,SPJ,LGSP,36.97389984,22.52630043,500,2,Europe/Athens,airport,OurAirports
1443,Santorini Airport,Thira,Greece,JTR,LGSR,36.39920044,25.47929955,127,2,Europe/Athens,airport,OurAirports
1444,Sitia Airport,Sitia,Greece,JSH,LGST,35.21609879,26.10129929,376,2,Europe/Athens,airport,OurAirports
1445,Stefanovikion Air Base,Stefanovikion,Greece,\N,LGSV,39.48,22.7672,146,2,Europe/Athens,airport,OurAirports
1446,Skiros Airport,Skiros,Greece,SKU,LGSY,38.96760178,24.48719978,44,2,Europe/Athens,airport,OurAirports
1447,Tanagra Air Base,Tanagra,Greece,\N,LGTG,38.339802,23.565001,485,2,Europe/Athens,airport,OurAirports
1448,Kasteli Airport,Kasteli,Greece,\N,LGTL,35.192001,25.327,1180,2,Europe/Athens,airport,OurAirports
1449,Tripolis Airport,Tripolis,Greece,\N,LGTP,37.5306015,22.40360069,2113,2,Europe/Athens,airport,OurAirports
1450,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,SKG,LGTS,40.5196991,22.97089958,22,2,Europe/Athens,airport,OurAirports
1451,Tatoi Airport,Dekelia,Greece,\N,LGTT,38.10889816,23.78380013,785,2,Europe/Athens,airport,OurAirports
1452,"Zakynthos International Airport ""Dionysios Solomos""",Zakynthos,Greece,ZTH,LGZA,37.7509,20.8843,15,2,Europe/Athens,airport,OurAirports
1453,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,LHBP,47.42976,19.261093,495,1,Europe/Budapest,airport,OurAirports
1454,Debrecen International Airport,Debrecen,Hungary,DEB,LHDC,47.48889923,21.61529922,359,1,Europe/Budapest,airport,OurAirports
1455,Kecskemét Airport,Kecskemet,Hungary,\N,LHKE,46.91749954,19.74920082,376,1,Europe/Budapest,airport,OurAirports
1456,Nyíregyháza Airport,Nyirregyhaza,Hungary,\N,LHNY,47.98389816,21.6923008,338,1,Europe/Budapest,airport,OurAirports
1457,Őcsény Airport,Ocseny,Hungary,\N,LHOY,46.30390167,18.76919937,295,1,Europe/Budapest,airport,OurAirports
1458,Szentkirályszabadja Airport,Azentkilyszabadja,Hungary,\N,LHSA,47.07789993,17.96839905,919,1,Europe/Budapest,airport,OurAirports
1459,Szolnok Air Base,Szolnok,Hungary,\N,LHSN,47.122897,20.2355,322,1,Europe/Budapest,airport,OurAirports
1460,Amendola Air Base,Amendola,Italy,\N,LIBA,41.541401,15.7181,183,1,Europe/Rome,airport,OurAirports
1461,Crotone Airport,Crotone,Italy,CRV,LIBC,38.9972,17.0802,522,1,Europe/Rome,airport,OurAirports
1462,Bari Karol Wojtyła Airport,Bari,Italy,BRI,LIBD,41.138901,16.760599,177,1,Europe/Rome,airport,OurAirports
1463,"Foggia ""Gino Lisa"" Airport",Foggia,Italy,FOG,LIBF,41.432899,15.535,265,1,Europe/Rome,airport,OurAirports
1464,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,Italy,TAR,LIBG,40.517502,17.4032,215,1,Europe/Rome,airport,OurAirports
1465,Lecce Galatina Air Base,Lecce,Italy,LCC,LIBN,40.239201,18.133301,156,1,Europe/Rome,airport,OurAirports
1466,Pescara International Airport,Pescara,Italy,PSR,LIBP,42.431702,14.1811,48,1,Europe/Rome,airport,OurAirports
1467,Brindisi – Salento Airport,Brindisi,Italy,BDS,LIBR,40.6576,17.947001,47,1,Europe/Rome,airport,OurAirports
1468,Gioia Del Colle Air Base,Gioia Del Colle,Italy,\N,LIBV,40.767799,16.9333,1187,1,Europe/Rome,airport,OurAirports
1469,Lamezia Terme Airport,Lamezia,Italy,SUF,LICA,38.905399,16.2423,39,1,Europe/Rome,airport,OurAirports
1470,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.466801,15.0664,39,1,Europe/Rome,airport,OurAirports
1471,Lampedusa Airport,Lampedusa,Italy,LMP,LICD,35.497898,12.6181,70,1,Europe/Rome,airport,OurAirports
1472,Pantelleria Airport,Pantelleria,Italy,PNL,LICG,36.816502,11.9689,628,1,Europe/Rome,airport,OurAirports
1473,Falcone–Borsellino Airport,Palermo,Italy,PMO,LICJ,38.175999,13.091,65,1,Europe/Rome,airport,OurAirports
1474,Palermo-Boccadifalco Airport,Palermo,Italy,\N,LICP,38.110802,13.3133,345,1,Europe/Rome,airport,OurAirports
1475,Reggio Calabria Airport,Reggio Calabria,Italy,REG,LICR,38.071201,15.6516,96,1,Europe/Rome,airport,OurAirports
1476,Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,TPS,LICT,37.9114,12.488,25,1,Europe/Rome,airport,OurAirports
1477,Sigonella Navy Air Base,Sigonella,Italy,NSY,LICZ,37.401699,14.9224,79,1,Europe/Rome,airport,OurAirports
1478,Alghero-Fertilia Airport,Alghero,Italy,AHO,LIEA,40.632099,8.29077,87,1,Europe/Rome,airport,OurAirports
1479,Decimomannu Air Base,Decimomannu,Italy,DCI,LIED,39.354198,8.97248,100,1,Europe/Rome,airport,OurAirports
1480,Cagliari Elmas Airport,Cagliari,Italy,CAG,LIEE,39.251499,9.05428,13,1,Europe/Rome,airport,OurAirports
1481,Olbia Costa Smeralda Airport,Olbia,Italy,OLB,LIEO,40.898701,9.51763,37,1,Europe/Rome,airport,OurAirports
1482,Tortolì Airport,Tortoli,Italy,TTB,LIET,39.9188,9.68298,23,1,Europe/Rome,airport,OurAirports
1483,Torino-Aeritalia Airport,Turin,Italy,\N,LIMA,45.086399,7.60337,943,1,Europe/Rome,airport,OurAirports
1484,Milano-Bresso Airfield,Milano,Italy,\N,LIMB,45.542198,9.20333,484,1,Europe/Rome,airport,OurAirports
1485,Malpensa International Airport,Milano,Italy,MXP,LIMC,45.6306,8.72811,768,1,Europe/Rome,airport,OurAirports
1486,Il Caravaggio International Airport,Bergamo,Italy,BGY,LIME,45.673901,9.70417,782,1,Europe/Rome,airport,OurAirports
1487,Turin Airport,Torino,Italy,TRN,LIMF,45.200802,7.64963,989,1,Europe/Rome,airport,OurAirports
1488,Villanova D'Albenga International Airport,Albenga,Italy,ALL,LIMG,44.050598,8.12743,148,1,Europe/Rome,airport,OurAirports
1489,Genoa Cristoforo Colombo Airport,Genoa,Italy,GOA,LIMJ,44.4133,8.8375,13,1,Europe/Rome,airport,OurAirports
1490,Milano Linate Airport,Milan,Italy,LIN,LIML,45.445099,9.27674,353,1,Europe/Rome,airport,OurAirports
1491,Cameri Air Base [MIL],Cameri,Italy,\N,LIMN,45.529598,8.66922,586,1,Europe/Rome,airport,OurAirports
1492,Parma Airport,Parma,Italy,PMF,LIMP,44.824501,10.2964,161,1,Europe/Rome,airport,OurAirports
1493,Piacenza San Damiano Air Base,Piacenza,Italy,\N,LIMS,44.913102,9.723322,456,1,Europe/Rome,airport,OurAirports
1494,Cuneo International Airport,Cuneo,Italy,CUF,LIMZ,44.547001,7.62322,1267,1,Europe/Rome,airport,OurAirports
1495,Aviano Air Base,Aviano,Italy,AVB,LIPA,46.031898,12.596503,410,1,Europe/Rome,airport,OurAirports
1496,Bolzano Airport,Bolzano,Italy,BZO,LIPB,46.460201,11.3264,789,1,Europe/Rome,airport,OurAirports
1497,Cervia Air Base,Cervia,Italy,\N,LIPC,44.224201,12.3072,18,1,Europe/Rome,airport,OurAirports
1498,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.5354,11.2887,123,1,Europe/Rome,airport,OurAirports
1499,Treviso-Sant'Angelo Airport,Treviso,Italy,TSF,LIPH,45.648399,12.1944,59,1,Europe/Rome,airport,OurAirports
1500,Rivolto Air Base,Rivolto,Italy,\N,LIPI,45.978699,13.0493,179,1,Europe/Rome,airport,OurAirports
1501,Forlì Airport,Forli,Italy,FRL,LIPK,44.194801,12.0701,97,1,Europe/Rome,airport,OurAirports
1502,Ghedi Air Base,Ghedi,Italy,\N,LIPL,45.432201,10.2677,333,1,Europe/Rome,airport,OurAirports
1503,Verona-Boscomantico Airport,Verona,Italy,\N,LIPN,45.472,10.9279,286,1,Europe/Rome,airport,OurAirports
1504,Brescia Airport,Brescia,Italy,VBS,LIPO,45.428902,10.3306,355,1,Europe/Rome,airport,OurAirports
1505,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,LIPQ,45.827499,13.4722,39,1,Europe/Rome,airport,OurAirports
1506,Federico Fellini International Airport,Rimini,Italy,RMI,LIPR,44.020302,12.6117,40,1,Europe/Rome,airport,OurAirports
1507,Istrana Air Base,Treviso,Italy,\N,LIPS,45.684898,12.0829,137,1,Europe/Rome,airport,OurAirports
1508,Vicenza Airport,Vicenza,Italy,VIC,LIPT,45.573399,11.5295,128,1,Europe/Rome,airport,OurAirports
1509,Padova Airport,Padova,Italy,QPA,LIPU,45.395802,11.8479,44,1,Europe/Rome,airport,OurAirports
1510,Verona Villafranca Airport,Villafranca,Italy,VRN,LIPX,45.395699,10.8885,239,1,Europe/Rome,airport,OurAirports
1511,Venice Marco Polo Airport,Venice,Italy,VCE,LIPZ,45.505299,12.3519,7,1,Europe/Rome,airport,OurAirports
1512,Siena-Ampugnano Airport,Siena,Italy,SAY,LIQS,43.256302,11.255,634,1,Europe/Rome,airport,OurAirports
1513,Ciampino–G. B. Pastine International Airport,Rome,Italy,CIA,LIRA,41.7994,12.5949,427,1,Europe/Rome,airport,OurAirports
1514,Pratica Di Mare Air Base,Pratica Di Mare,Italy,\N,LIRE,41.654499,12.4452,41,1,Europe/Rome,airport,OurAirports
1515,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,LIRF,41.8002778,12.2388889,13,1,Europe/Rome,airport,OurAirports
1516,Guidonia Air Base,Guidonia,Italy,\N,LIRG,41.990299,12.7408,289,1,Europe/Rome,airport,OurAirports
1517,Marina Di Campo Airport,Marina Di Campo,Italy,EBA,LIRJ,42.7603,10.2394,31,1,Europe/Rome,airport,OurAirports
1518,Latina Air Base,Latina,Italy,QLT,LIRL,41.5424,12.909,94,1,Europe/Rome,airport,OurAirports
1519,Grazzanise Air Base,Grazzanise,Italy,\N,LIRM,41.060799,14.0819,29,1,Europe/Rome,airport,OurAirports
1520,Naples International Airport,Naples,Italy,NAP,LIRN,40.886002,14.2908,294,1,Europe/Rome,airport,OurAirports
1521,Pisa International Airport,Pisa,Italy,PSA,LIRP,43.683899,10.3927,6,1,Europe/Rome,airport,OurAirports
1522,Peretola Airport,Florence,Italy,FLR,LIRQ,43.810001,11.2051,142,1,Europe/Rome,airport,OurAirports
1523,Grosseto Air Base,Grosseto,Italy,GRS,LIRS,42.759701,11.0719,17,1,Europe/Rome,airport,OurAirports
1524,Urbe Airport,Rome,Italy,\N,LIRU,41.9519,12.4989,55,1,Europe/Rome,airport,OurAirports
1525,Viterbo Airport,Viterbo,Italy,\N,LIRV,42.430199,12.0642,992,1,Europe/Rome,airport,OurAirports
1526,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,Italy,PEG,LIRZ,43.095901,12.5132,697,1,Europe/Rome,airport,OurAirports
1527,Cerklje Airport,Cerklje,Slovenia,\N,LJCE,45.90000153,15.5302,510,1,Europe/Ljubljana,airport,OurAirports
1528,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,LJU,LJLJ,46.223701,14.4576,1273,1,Europe/Ljubljana,airport,OurAirports
1529,Maribor Airport,Maribor,Slovenia,MBX,LJMB,46.47990036,15.68610001,876,1,Europe/Ljubljana,airport,OurAirports
1530,Portoroz Airport,Portoroz,Slovenia,POW,LJPZ,45.47340012,13.61499977,7,1,Europe/Ljubljana,airport,OurAirports
1531,Slovenj Gradec Airport,Slovenj Gradec,Slovenia,\N,LJSG,46.47200012,15.11699963,1645,1,Europe/Ljubljana,airport,OurAirports
1532,České Budějovice Airport,Ceske Budejovice,Czech Republic,\N,LKCS,48.94639969,14.42749977,1417,1,Europe/Prague,airport,OurAirports
1533,Čáslav Air Base,Caslav,Czech Republic,\N,LKCV,49.93970108,15.3817997,794,1,Europe/Prague,airport,OurAirports
1534,Hradec Králové Airport,Hradec Kralove,Czech Republic,\N,LKHK,50.253201,15.8452,791,1,Europe/Prague,airport,OurAirports
1535,Hořovice Airport,Horovice,Czech Republic,\N,LKHV,49.84809875,13.89350033,1214,1,Europe/Prague,airport,OurAirports
1536,Kbely Air Base,Praha,Czech Republic,\N,LKKB,50.12139893,14.54360008,939,1,Europe/Prague,airport,OurAirports
1537,Kunovice Airport,Kunovice,Czech Republic,UHE,LKKU,49.02939987,17.43969917,581,1,Europe/Prague,airport,OurAirports
1538,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,KLV,LKKV,50.20299911,12.91499996,1989,1,Europe/Prague,airport,OurAirports
1539,Plzeň-Líně Airport,Line,Czech Republic,\N,LKLN,49.67520142,13.27460003,1188,1,Europe/Prague,airport,OurAirports
1540,Mnichovo Hradiště Airport,Mnichovo Hradiste,Czech Republic,\N,LKMH,50.54019928,15.00660038,800,1,Europe/Prague,airport,OurAirports
1541,Ostrava Leos Janáček Airport,Ostrava,Czech Republic,OSR,LKMT,49.69630051,18.11109924,844,1,Europe/Prague,airport,OurAirports
1542,Náměšť Air Base,Namest,Czech Republic,\N,LKNA,49.16579819,16.12490082,1548,1,Europe/Prague,airport,OurAirports
1543,Pardubice Airport,Pardubice,Czech Republic,PED,LKPD,50.01340103,15.73859978,741,1,Europe/Prague,airport,OurAirports
1544,Pribram Airport,Pribram,Czech Republic,\N,LKPM,49.7201,14.1006,1529,1,Europe/Prague,airport,OurAirports
1545,Přerov Air Base,Prerov,Czech Republic,PRV,LKPO,49.42580032,17.40469933,676,1,Europe/Prague,airport,OurAirports
1546,Václav Havel Airport Prague,Prague,Czech Republic,PRG,LKPR,50.1008,14.26,1247,1,Europe/Prague,airport,OurAirports
1547,Brno-Tuřany Airport,Brno,Czech Republic,BRQ,LKTB,49.15129852,16.69440079,778,1,Europe/Prague,airport,OurAirports
1548,Vodochody Airport,Vodochody,Czech Republic,VOD,LKVO,50.216599,14.3958,919,1,Europe/Prague,airport,OurAirports
1549,Ben Gurion International Airport,Tel-aviv,Israel,TLV,LLBG,32.01139832,34.88669968,135,2,Asia/Jerusalem,airport,OurAirports
1550,Beersheba (Teyman) Airport,Beer-sheba,Israel,BEV,LLBS,31.28700066,34.72299957,656,2,Asia/Jerusalem,airport,OurAirports
1551,Tel Nof Air Base,Tel-nof,Israel,\N,LLEK,31.83950043,34.82180023,193,2,Asia/Jerusalem,airport,OurAirports
1552,Ein Shemer Airfield,Eyn-shemer,Israel,\N,LLES,32.44079971,35.00770187,95,2,Asia/Jerusalem,airport,OurAirports
1553,Eilat Airport,Elat,Israel,ETH,LLET,29.56130028,34.96009827,42,2,Asia/Jerusalem,airport,OurAirports
1554,Ein Yahav Airfield,Eyn-yahav,Israel,EIY,LLEY,30.62170029,35.20330048,-164,2,Asia/Jerusalem,airport,OurAirports
1555,Haifa International Airport,Haifa,Israel,HFA,LLHA,32.80939865,35.04309845,28,2,Asia/Jerusalem,airport,OurAirports
1556,Hatzor Air Base,Haztor,Israel,\N,LLHS,31.76250076,34.72719955,148,2,Asia/Jerusalem,airport,OurAirports
1557,Ben Ya'akov Airport,Rosh Pina,Israel,RPN,LLIB,32.98099899,35.57189941,922,2,Asia/Jerusalem,airport,OurAirports
1558,Megiddo Airport,Megido Airstrip,Israel,\N,LLMG,32.59730148,35.22880173,200,2,Asia/Jerusalem,airport,OurAirports
1559,Bar Yehuda Airfield,Metzada,Israel,MTZ,LLMZ,31.32819939,35.3885994,-1266,2,Asia/Jerusalem,airport,OurAirports
1560,Nevatim Air Base,Nevatim,Israel,VTM,LLNV,31.20829964,35.01229858,1330,2,Asia/Jerusalem,airport,OurAirports
1561,Ovda International Airport,Ovda,Israel,VDA,LLOV,29.94029999,34.93579865,1492,2,Asia/Jerusalem,airport,OurAirports
1562,Ramat David Air Base,Ramat David,Israel,\N,LLRD,32.6651001,35.17950058,185,2,Asia/Jerusalem,airport,OurAirports
1563,Ramon Air Base,Ramon,Israel,MIP,LLRM,30.77610016,34.66669846,2126,2,Asia/Jerusalem,airport,OurAirports
1564,Sde Dov Airport,Tel-aviv,Israel,SDV,LLSD,32.11470032,34.78219986,43,2,Asia/Jerusalem,airport,OurAirports
1565,Malta International Airport,Malta,Malta,MLA,LMML,35.857498,14.4775,300,1,Europe/Malta,airport,OurAirports
1566,Wiener Neustadt East Airport,Wiener Neustadt Ost,Austria,\N,LOAN,47.84329987,16.26009941,896,1,Europe/Vienna,airport,OurAirports
1567,Wels Airport,Wels,Austria,\N,LOLW,48.18330002,14.04090023,1043,1,Europe/Vienna,airport,OurAirports
1568,Graz Airport,Graz,Austria,GRZ,LOWG,46.99110031,15.43959999,1115,1,Europe/Vienna,airport,OurAirports
1569,Innsbruck Airport,Innsbruck,Austria,INN,LOWI,47.260201,11.344,1907,1,Europe/Vienna,airport,OurAirports
1570,Linz Hörsching Airport,Linz,Austria,LNZ,LOWL,48.2332,14.1875,980,1,Europe/Vienna,airport,OurAirports
1571,Salzburg Airport,Salzburg,Austria,SZG,LOWS,47.79330063,13.00430012,1411,1,Europe/Vienna,airport,OurAirports
1572,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600,1,Europe/Vienna,airport,OurAirports
1573,Hinterstoisser Air Base,Zeltweg,Austria,\N,LOXZ,47.202801,14.7442,2264,1,Europe/Vienna,airport,OurAirports
1574,Alverca Air Base,Alverca,Portugal,AVR,LPAR,38.883301,-9.0301,11,0,Europe/Lisbon,airport,OurAirports
1575,Santa Maria Airport,Santa Maria (island),Portugal,SMA,LPAZ,36.97140121,-25.17060089,308,-1,Atlantic/Azores,airport,OurAirports
1576,Bragança Airport,Braganca,Portugal,BGC,LPBG,41.8578,-6.70713,2241,0,Europe/Lisbon,airport,OurAirports
1577,Beja Airport / Airbase,Beja (madeira),Portugal,BYJ,LPBJ,38.078899,-7.9324,636,0,Europe/Lisbon,airport,OurAirports
1578,Braga Municipal Aerodrome,Braga,Portugal,BGZ,LPBR,41.58710098,-8.445139885,247,0,Europe/Lisbon,airport,OurAirports
1579,Aerodromo Municipal de Coimbra,Coimba,Portugal,\N,LPCO,40.158758,-8.470815,587,0,Europe/Lisbon,airport,OurAirports
1580,Cascais Airport,Cascais,Portugal,CAT,LPCS,38.724998,-9.35523,325,0,Europe/Lisbon,airport,OurAirports
1581,Coimbra Hospital Covões Heliport,Covilha,Portugal,\N,LPCV,40.194812,-8.460207,265,0,Europe/Lisbon,airport,OurAirports
1582,Évora Airport,Evora,Portugal,\N,LPEV,38.533501,-7.88964,807,0,Europe/Lisbon,airport,OurAirports
1583,Flores Airport,Flores,Portugal,FLW,LPFL,39.45529938,-31.13139915,112,-1,Atlantic/Azores,airport,OurAirports
1584,Faro Airport,Faro,Portugal,FAO,LPFR,37.01440048,-7.965909958,24,0,Europe/Lisbon,airport,OurAirports
1585,Graciosa Airport,Graciosa Island,Portugal,GRW,LPGR,39.09220123,-28.02980042,86,-1,Atlantic/Azores,airport,OurAirports
1586,Horta Airport,Horta,Portugal,HOR,LPHR,38.51990128,-28.71590042,118,-1,Atlantic/Azores,airport,OurAirports
1587,Lajes Airport,Lajes (terceira Island),Portugal,TER,LPLA,38.761799,-27.090799,180,-1,Atlantic/Azores,airport,OurAirports
1588,Monte Real Air Base,Monte Real,Portugal,QLR,LPMR,39.828335,-8.8875,187,0,Europe/Lisbon,airport,OurAirports
